,SID,CID,date,attendance
4011,47,7,2018-07-08,attended
4012,47,7,2018-07-15,attended
4013,47,7,2018-07-22,attended
4014,47,7,2018-07-29,attended
4015,47,7,2018-08-05,attended
4016,47,7,2018-08-12,attended
4017,47,7,2018-08-19,absent
4018,47,7,2018-08-26,excused
4019,47,7,2018-09-02,attended
4020,47,7,2018-09-09,excused
4021,47,7,2018-09-16,attended
4022,47,7,2018-09-23,absent
4023,47,7,2018-09-30,attended
4024,47,7,2018-10-07,attended
4025,47,7,2018-10-14,attended
4026,47,7,2018-10-21,attended
4027,47,7,2018-10-28,excused
4028,47,7,2018-11-04,attended
4029,47,7,2018-11-11,attended
4030,47,7,2018-11-18,attended
4031,47,7,2018-11-25,attended
4032,47,7,2018-12-02,attended
4033,47,7,2018-12-09,attended
4034,47,7,2018-12-16,attended
4035,47,7,2018-12-23,attended
4036,47,7,2018-12-30,attended
4037,47,7,2019-01-06,attended
4038,47,7,2019-01-13,attended
4039,47,7,2019-01-20,attended
4040,47,7,2019-01-27,attended
4041,47,7,2019-02-03,attended
4042,47,7,2019-02-10,attended
4043,47,7,2019-02-17,attended
4044,47,7,2019-02-24,attended
4045,47,7,2019-03-03,attended
4046,47,7,2019-03-10,attended
4047,47,7,2019-03-17,attended
4048,47,7,2019-03-24,attended
4049,47,7,2019-03-31,attended
4050,47,7,2019-04-07,attended
4051,47,7,2019-04-14,attended
4052,47,7,2019-04-21,attended
4053,47,7,2019-04-28,attended
4054,47,7,2019-05-05,attended
4055,47,7,2019-05-12,absent
4056,47,7,2019-05-19,attended
4057,47,7,2019-05-26,attended
4058,47,7,2019-06-02,excused
4059,47,7,2019-06-09,absent
4060,47,7,2019-06-16,attended
4061,47,7,2019-06-23,attended
4062,47,7,2019-06-30,attended
4063,47,7,2019-07-07,attended
4064,47,7,2019-07-14,attended
4065,47,7,2019-07-21,attended
4066,47,7,2019-07-28,attended
4067,47,7,2019-08-04,attended
4068,47,7,2019-08-11,attended
4069,47,7,2019-08-18,attended
4070,47,7,2019-08-25,attended
4071,47,7,2019-09-01,attended
4072,47,7,2019-09-08,attended
4073,47,7,2019-09-15,attended
4074,47,7,2019-09-22,absent
4075,47,7,2019-09-29,attended
4076,47,7,2019-10-06,attended
4077,47,7,2019-10-13,attended
4078,47,7,2019-10-20,attended
4079,47,7,2019-10-27,attended
4080,47,7,2019-11-03,attended
4081,47,7,2019-11-10,attended
4082,47,7,2019-11-17,attended
4083,47,7,2019-11-24,attended
4084,47,7,2019-12-01,attended
4085,47,7,2019-12-08,attended
4086,47,7,2019-12-15,attended
4087,47,7,2019-12-22,attended
4088,47,7,2019-12-29,absent
4089,48,5,2019-06-02,attended
4090,48,5,2019-06-09,attended
4091,48,5,2019-06-16,attended
4092,48,5,2019-06-23,attended
4093,48,5,2019-06-30,attended
4094,48,5,2019-07-07,attended
4095,48,5,2019-07-14,excused
4096,48,5,2019-07-21,attended
4097,48,5,2019-07-28,attended
4098,48,5,2019-08-04,attended
4099,48,5,2019-08-11,attended
4100,48,5,2019-08-18,attended
4101,48,5,2019-08-25,absent
4102,48,5,2019-09-01,attended
4103,48,5,2019-09-08,attended
4104,48,5,2019-09-15,attended
4105,48,5,2019-09-22,attended
4106,48,5,2019-09-29,attended
4107,48,5,2019-10-06,absent
4108,48,5,2019-10-13,attended
4109,48,5,2019-10-20,absent
4110,48,5,2019-10-27,absent
4111,48,5,2019-11-03,attended
4112,48,5,2019-11-10,attended
4113,48,5,2019-11-17,attended
4114,48,5,2019-11-24,attended
4115,48,5,2019-12-01,attended
4116,48,5,2019-12-08,excused
4117,48,5,2019-12-15,attended
4118,48,5,2019-12-22,attended
4119,48,5,2019-12-29,attended
4120,49,1,2017-07-16,excused
4121,49,1,2017-07-23,absent
4122,49,1,2017-07-30,attended
4123,49,1,2017-08-06,attended
4124,49,1,2017-08-13,attended
4125,49,1,2017-08-20,excused
4126,49,1,2017-08-27,excused
4127,49,1,2017-09-03,absent
4128,49,1,2017-09-10,attended
4129,49,1,2017-09-17,attended
4130,49,1,2017-09-24,attended
4131,49,1,2017-10-01,absent
4132,49,1,2017-10-08,excused
4133,49,1,2017-10-15,attended
4134,49,1,2017-10-22,attended
4135,49,1,2017-10-29,attended
4136,49,1,2017-11-05,attended
4137,49,1,2017-11-12,attended
4138,49,1,2017-11-19,excused
4139,49,1,2017-11-26,attended
4140,49,1,2017-12-03,absent
4141,49,1,2017-12-10,excused
4142,49,1,2017-12-17,absent
4143,49,1,2017-12-24,attended
4144,49,1,2017-12-31,attended
4145,49,1,2018-01-07,excused
4146,49,1,2018-01-14,attended
4147,49,1,2018-01-21,absent
4148,49,1,2018-01-28,attended
4149,49,1,2018-02-04,attended
4150,49,1,2018-02-11,attended
4151,49,1,2018-02-18,attended
4152,49,1,2018-02-25,excused
4153,49,1,2018-03-04,attended
4154,49,1,2018-03-11,attended
4155,49,1,2018-03-18,attended
4156,49,1,2018-03-25,attended
4157,49,1,2018-04-01,attended
4158,49,1,2018-04-08,attended
4159,49,1,2018-04-15,attended
4160,49,1,2018-04-22,attended
4161,49,1,2018-04-29,attended
4162,49,1,2018-05-06,attended
4163,49,1,2018-05-13,attended
4164,49,1,2018-05-20,attended
4165,49,1,2018-05-27,attended
4166,49,1,2018-06-03,attended
4167,49,1,2018-06-10,absent
4168,49,1,2018-06-17,attended
4169,49,1,2018-06-24,attended
4170,49,1,2018-07-01,attended
4171,49,1,2018-07-08,excused
4172,49,1,2018-07-15,attended
4173,49,1,2018-07-22,attended
4174,49,1,2018-07-29,absent
4175,49,1,2018-08-05,attended
4176,49,1,2018-08-12,absent
4177,49,1,2018-08-19,attended
4178,49,1,2018-08-26,attended
4179,49,1,2018-09-02,attended
4180,49,1,2018-09-09,attended
4181,49,1,2018-09-16,attended
4182,49,1,2018-09-23,attended
4183,49,1,2018-09-30,attended
4184,49,1,2018-10-07,attended
4185,49,1,2018-10-14,attended
4186,49,1,2018-10-21,excused
4187,49,1,2018-10-28,attended
4188,49,1,2018-11-04,attended
4189,49,1,2018-11-11,absent
4190,49,1,2018-11-18,attended
4191,49,1,2018-11-25,attended
4192,49,1,2018-12-02,attended
4193,49,1,2018-12-09,attended
4194,49,1,2018-12-16,attended
4195,49,1,2018-12-23,excused
4196,49,1,2018-12-30,attended
4197,49,1,2019-01-06,attended
4198,49,1,2019-01-13,attended
4199,49,1,2019-01-20,attended
4200,49,1,2019-01-27,attended
4201,49,1,2019-02-03,attended
4202,49,1,2019-02-10,attended
4203,49,1,2019-02-17,excused
4204,49,1,2019-02-24,absent
4205,49,1,2019-03-03,attended
4206,49,1,2019-03-10,attended
4207,49,1,2019-03-17,attended
4208,49,1,2019-03-24,excused
4209,49,1,2019-03-31,attended
4210,49,1,2019-04-07,attended
4211,49,1,2019-04-14,attended
4212,49,1,2019-04-21,absent
4213,49,1,2019-04-28,attended
4214,49,1,2019-05-05,excused
4215,49,1,2019-05-12,absent
4216,49,1,2019-05-19,absent
4217,49,1,2019-05-26,absent
4218,49,1,2019-06-02,attended
4219,49,1,2019-06-09,absent
4220,49,1,2019-06-16,attended
4221,49,1,2019-06-23,attended
4222,49,1,2019-06-30,attended
4223,49,1,2019-07-07,attended
4224,49,1,2019-07-14,attended
4225,49,1,2019-07-21,attended
4226,49,1,2019-07-28,attended
4227,49,1,2019-08-04,attended
4228,49,1,2019-08-11,attended
4229,49,1,2019-08-18,excused
4230,49,1,2019-08-25,attended
4231,49,1,2019-09-01,attended
4232,49,1,2019-09-08,attended
4233,49,1,2019-09-15,absent
4234,49,1,2019-09-22,attended
4235,49,1,2019-09-29,attended
4236,49,1,2019-10-06,attended
4237,49,1,2019-10-13,absent
4238,49,1,2019-10-20,attended
4239,49,1,2019-10-27,attended
4240,49,1,2019-11-03,attended
4241,49,1,2019-11-10,attended
4242,49,1,2019-11-17,attended
4243,49,1,2019-11-24,attended
4244,49,1,2019-12-01,attended
4245,49,1,2019-12-08,attended
4246,49,1,2019-12-15,attended
4247,49,1,2019-12-22,attended
4248,49,1,2019-12-29,attended
4249,50,3,2017-04-30,attended
4250,50,3,2017-05-07,attended
4251,50,3,2017-05-14,attended
4252,50,3,2017-05-21,excused
4253,50,3,2017-05-28,attended
4254,50,3,2017-06-04,attended
4255,50,3,2017-06-11,attended
4256,50,3,2017-06-18,attended
4257,50,3,2017-06-25,attended
4258,50,3,2017-07-02,absent
4259,50,3,2017-07-09,attended
4260,50,3,2017-07-16,absent
4261,50,3,2017-07-23,attended
4262,50,3,2017-07-30,excused
4263,50,3,2017-08-06,attended
4264,50,3,2017-08-13,attended
4265,50,3,2017-08-20,excused
4266,50,3,2017-08-27,absent
4267,50,3,2017-09-03,absent
4268,50,3,2017-09-10,attended
4269,50,3,2017-09-17,absent
4270,50,3,2017-09-24,attended
4271,50,3,2017-10-01,attended
4272,50,3,2017-10-08,attended
4273,50,3,2017-10-15,attended
4274,50,3,2017-10-22,attended
4275,50,3,2017-10-29,attended
4276,50,3,2017-11-05,excused
4277,50,3,2017-11-12,attended
4278,50,3,2017-11-19,attended
4279,50,3,2017-11-26,absent
4280,50,3,2017-12-03,attended
4281,50,3,2017-12-10,attended
4282,50,3,2017-12-17,attended
4283,50,3,2017-12-24,attended
4284,50,3,2017-12-31,attended
4285,50,3,2018-01-07,excused
4286,50,3,2018-01-14,excused
4287,50,3,2018-01-21,attended
4288,50,3,2018-01-28,attended
4289,50,3,2018-02-04,attended
4290,50,3,2018-02-11,attended
4291,50,3,2018-02-18,attended
4292,50,3,2018-02-25,attended
4293,50,3,2018-03-04,absent
4294,50,3,2018-03-11,attended
4295,50,3,2018-03-18,attended
4296,50,3,2018-03-25,attended
4297,50,3,2018-04-01,absent
4298,50,3,2018-04-08,attended
4299,50,3,2018-04-15,attended
4300,50,3,2018-04-22,attended
4301,50,3,2018-04-29,attended
4302,50,3,2018-05-06,attended
4303,50,3,2018-05-13,attended
4304,50,3,2018-05-20,attended
4305,50,3,2018-05-27,attended
4306,50,3,2018-06-03,attended
4307,50,3,2018-06-10,attended
4308,50,3,2018-06-17,attended
4309,50,3,2018-06-24,attended
4310,50,3,2018-07-01,attended
4311,50,3,2018-07-08,attended
4312,50,3,2018-07-15,attended
4313,50,3,2018-07-22,attended
4314,50,3,2018-07-29,attended
4315,50,3,2018-08-05,attended
4316,50,3,2018-08-12,attended
4317,50,3,2018-08-19,absent
4318,50,3,2018-08-26,absent
4319,50,3,2018-09-02,absent
4320,50,3,2018-09-09,excused
4321,50,3,2018-09-16,attended
4322,50,3,2018-09-23,attended
4323,50,3,2018-09-30,attended
4324,50,3,2018-10-07,attended
4325,50,3,2018-10-14,absent
4326,50,3,2018-10-21,absent
4327,50,3,2018-10-28,attended
4328,50,3,2018-11-04,attended
4329,50,3,2018-11-11,attended
4330,50,3,2018-11-18,excused
4331,50,3,2018-11-25,attended
4332,50,3,2018-12-02,absent
4333,50,3,2018-12-09,attended
4334,50,3,2018-12-16,attended
4335,50,3,2018-12-23,attended
4336,50,3,2018-12-30,attended
4337,50,3,2019-01-06,attended
4338,50,3,2019-01-13,absent
4339,50,3,2019-01-20,attended
4340,50,3,2019-01-27,attended
4341,50,3,2019-02-03,attended
4342,50,3,2019-02-10,attended
4343,50,3,2019-02-17,attended
4344,50,3,2019-02-24,attended
4345,50,3,2019-03-03,attended
4346,50,3,2019-03-10,attended
4347,50,3,2019-03-17,attended
4348,50,3,2019-03-24,absent
4349,50,3,2019-03-31,attended
4350,50,3,2019-04-07,attended
4351,50,3,2019-04-14,attended
4352,50,3,2019-04-21,excused
4353,50,3,2019-04-28,excused
4354,50,3,2019-05-05,attended
4355,50,3,2019-05-12,attended
4356,50,3,2019-05-19,attended
4357,50,3,2019-05-26,attended
4358,50,3,2019-06-02,attended
4359,50,3,2019-06-09,attended
4360,50,3,2019-06-16,attended
4361,50,3,2019-06-23,attended
4362,50,3,2019-06-30,attended
4363,50,3,2019-07-07,absent
4364,50,3,2019-07-14,attended
4365,50,3,2019-07-21,attended
4366,50,3,2019-07-28,attended
4367,50,3,2019-08-04,attended
4368,50,3,2019-08-11,attended
4369,50,3,2019-08-18,attended
4370,50,3,2019-08-25,attended
4371,50,3,2019-09-01,excused
4372,50,3,2019-09-08,attended
4373,50,3,2019-09-15,absent
4374,50,3,2019-09-22,attended
4375,50,3,2019-09-29,absent
4376,50,3,2019-10-06,attended
4377,50,3,2019-10-13,excused
4378,50,3,2019-10-20,attended
4379,50,3,2019-10-27,attended
4380,50,3,2019-11-03,absent
4381,50,3,2019-11-10,attended
4382,50,3,2019-11-17,attended
4383,50,3,2019-11-24,excused
4384,50,3,2019-12-01,attended
4385,50,3,2019-12-08,attended
4386,50,3,2019-12-15,attended
4387,50,3,2019-12-22,attended
4388,50,3,2019-12-29,absent
4389,51,9,2019-05-19,attended
4390,51,9,2019-05-26,absent
4391,51,9,2019-06-02,attended
4392,51,9,2019-06-09,excused
4393,51,9,2019-06-16,attended
4394,51,9,2019-06-23,attended
4395,51,9,2019-06-30,attended
4396,51,9,2019-07-07,attended
4397,51,9,2019-07-14,attended
4398,51,9,2019-07-21,attended
4399,51,9,2019-07-28,attended
4400,51,9,2019-08-04,attended
4401,51,9,2019-08-11,attended
4402,51,9,2019-08-18,absent
4403,51,9,2019-08-25,attended
4404,51,9,2019-09-01,attended
4405,51,9,2019-09-08,excused
4406,51,9,2019-09-15,attended
4407,51,9,2019-09-22,attended
4408,51,9,2019-09-29,attended
4409,51,9,2019-10-06,excused
4410,51,9,2019-10-13,absent
4411,51,9,2019-10-20,attended
4412,51,9,2019-10-27,attended
4413,51,9,2019-11-03,attended
4414,51,9,2019-11-10,attended
4415,51,9,2019-11-17,attended
4416,51,9,2019-11-24,attended
4417,51,9,2019-12-01,attended
4418,51,9,2019-12-08,attended
4419,51,9,2019-12-15,attended
4420,51,9,2019-12-22,attended
4421,51,9,2019-12-29,absent
4422,52,1,2018-10-21,attended
4423,52,1,2018-10-28,excused
4424,52,1,2018-11-04,attended
4425,52,1,2018-11-11,attended
4426,52,1,2018-11-18,attended
4427,52,1,2018-11-25,attended
4428,52,1,2018-12-02,attended
4429,52,1,2018-12-09,attended
4430,52,1,2018-12-16,attended
4431,52,1,2018-12-23,attended
4432,52,1,2018-12-30,attended
4433,52,1,2019-01-06,absent
4434,52,1,2019-01-13,attended
4435,52,1,2019-01-20,excused
4436,52,1,2019-01-27,excused
4437,52,1,2019-02-03,attended
4438,52,1,2019-02-10,attended
4439,52,1,2019-02-17,attended
4440,52,1,2019-02-24,attended
4441,52,1,2019-03-03,attended
4442,52,1,2019-03-10,excused
4443,52,1,2019-03-17,attended
4444,52,1,2019-03-24,attended
4445,52,1,2019-03-31,attended
4446,52,1,2019-04-07,attended
4447,52,1,2019-04-14,attended
4448,52,1,2019-04-21,attended
4449,52,1,2019-04-28,absent
4450,52,1,2019-05-05,attended
4451,52,1,2019-05-12,excused
4452,52,1,2019-05-19,attended
4453,52,1,2019-05-26,excused
4454,52,1,2019-06-02,attended
4455,52,1,2019-06-09,absent
4456,52,1,2019-06-16,attended
4457,52,1,2019-06-23,attended
4458,52,1,2019-06-30,attended
4459,52,1,2019-07-07,attended
4460,52,1,2019-07-14,attended
4461,52,1,2019-07-21,attended
4462,52,1,2019-07-28,excused
4463,52,1,2019-08-04,attended
4464,52,1,2019-08-11,attended
4465,52,1,2019-08-18,attended
4466,52,1,2019-08-25,attended
4467,52,1,2019-09-01,attended
4468,52,1,2019-09-08,attended
4469,52,1,2019-09-15,absent
4470,52,1,2019-09-22,attended
4471,52,1,2019-09-29,attended
4472,52,1,2019-10-06,attended
4473,52,1,2019-10-13,attended
4474,52,1,2019-10-20,attended
4475,52,1,2019-10-27,attended
4476,52,1,2019-11-03,attended
4477,52,1,2019-11-10,absent
4478,52,1,2019-11-17,excused
4479,52,1,2019-11-24,attended
4480,52,1,2019-12-01,attended
4481,52,1,2019-12-08,attended
4482,52,1,2019-12-15,attended
4483,52,1,2019-12-22,attended
4484,52,1,2019-12-29,attended
4485,53,6,2018-06-03,excused
4486,53,6,2018-06-10,attended
4487,53,6,2018-06-17,attended
4488,53,6,2018-06-24,attended
4489,53,6,2018-07-01,attended
4490,53,6,2018-07-08,absent
4491,53,6,2018-07-15,excused
4492,53,6,2018-07-22,excused
4493,53,6,2018-07-29,attended
4494,53,6,2018-08-05,attended
4495,53,6,2018-08-12,excused
4496,53,6,2018-08-19,attended
4497,53,6,2018-08-26,attended
4498,53,6,2018-09-02,attended
4499,53,6,2018-09-09,attended
4500,53,6,2018-09-16,absent
4501,53,6,2018-09-23,attended
4502,53,6,2018-09-30,absent
4503,53,6,2018-10-07,attended
4504,53,6,2018-10-14,attended
4505,53,6,2018-10-21,attended
4506,53,6,2018-10-28,absent
4507,53,6,2018-11-04,excused
4508,53,6,2018-11-11,attended
4509,53,6,2018-11-18,absent
4510,53,6,2018-11-25,absent
4511,53,6,2018-12-02,attended
4512,53,6,2018-12-09,attended
4513,53,6,2018-12-16,attended
4514,53,6,2018-12-23,attended
4515,53,6,2018-12-30,attended
4516,53,6,2019-01-06,excused
4517,53,6,2019-01-13,attended
4518,53,6,2019-01-20,attended
4519,53,6,2019-01-27,attended
4520,53,6,2019-02-03,attended
4521,53,6,2019-02-10,excused
4522,53,6,2019-02-17,attended
4523,53,6,2019-02-24,attended
4524,53,6,2019-03-03,attended
4525,53,6,2019-03-10,attended
4526,53,6,2019-03-17,attended
4527,53,6,2019-03-24,absent
4528,53,6,2019-03-31,attended
4529,53,6,2019-04-07,attended
4530,53,6,2019-04-14,attended
4531,53,6,2019-04-21,attended
4532,53,6,2019-04-28,attended
4533,53,6,2019-05-05,attended
4534,53,6,2019-05-12,attended
4535,53,6,2019-05-19,attended
4536,53,6,2019-05-26,excused
4537,53,6,2019-06-02,attended
4538,53,6,2019-06-09,excused
4539,53,6,2019-06-16,absent
4540,53,6,2019-06-23,attended
4541,53,6,2019-06-30,attended
4542,53,6,2019-07-07,absent
4543,53,6,2019-07-14,attended
4544,53,6,2019-07-21,absent
4545,53,6,2019-07-28,attended
4546,53,6,2019-08-04,attended
4547,53,6,2019-08-11,excused
4548,53,6,2019-08-18,attended
4549,53,6,2019-08-25,attended
4550,53,6,2019-09-01,attended
4551,53,6,2019-09-08,attended
4552,53,6,2019-09-15,attended
4553,53,6,2019-09-22,absent
4554,53,6,2019-09-29,attended
4555,53,6,2019-10-06,attended
4556,53,6,2019-10-13,excused
4557,53,6,2019-10-20,attended
4558,53,6,2019-10-27,attended
4559,53,6,2019-11-03,attended
4560,53,6,2019-11-10,attended
4561,53,6,2019-11-17,attended
4562,53,6,2019-11-24,attended
4563,53,6,2019-12-01,excused
4564,53,6,2019-12-08,attended
4565,53,6,2019-12-15,attended
4566,53,6,2019-12-22,attended
4567,53,6,2019-12-29,excused
4568,54,5,2017-05-07,attended
4569,54,5,2017-05-14,attended
4570,54,5,2017-05-21,attended
4571,54,5,2017-05-28,attended
4572,54,5,2017-06-04,excused
4573,54,5,2017-06-11,excused
4574,54,5,2017-06-18,attended
4575,54,5,2017-06-25,attended
4576,54,5,2017-07-02,absent
4577,54,5,2017-07-09,attended
4578,54,5,2017-07-16,attended
4579,54,5,2017-07-23,attended
4580,54,5,2017-07-30,attended
4581,54,5,2017-08-06,attended
4582,54,5,2017-08-13,attended
4583,54,5,2017-08-20,attended
4584,54,5,2017-08-27,attended
4585,54,5,2017-09-03,excused
4586,54,5,2017-09-10,attended
4587,54,5,2017-09-17,attended
4588,54,5,2017-09-24,attended
4589,54,5,2017-10-01,attended
4590,54,5,2017-10-08,attended
4591,54,5,2017-10-15,attended
4592,54,5,2017-10-22,attended
4593,54,5,2017-10-29,attended
4594,54,5,2017-11-05,absent
4595,54,5,2017-11-12,excused
4596,54,5,2017-11-19,attended
4597,54,5,2017-11-26,attended
4598,54,5,2017-12-03,attended
4599,54,5,2017-12-10,absent
4600,54,5,2017-12-17,attended
4601,54,5,2017-12-24,attended
4602,54,5,2017-12-31,attended
4603,54,5,2018-01-07,attended
4604,54,5,2018-01-14,attended
4605,54,5,2018-01-21,absent
4606,54,5,2018-01-28,attended
4607,54,5,2018-02-04,absent
4608,54,5,2018-02-11,attended
4609,54,5,2018-02-18,attended
4610,54,5,2018-02-25,attended
4611,54,5,2018-03-04,attended
4612,54,5,2018-03-11,attended
4613,54,5,2018-03-18,attended
4614,54,5,2018-03-25,attended
4615,54,5,2018-04-01,absent
4616,54,5,2018-04-08,absent
4617,54,5,2018-04-15,attended
4618,54,5,2018-04-22,excused
4619,54,5,2018-04-29,attended
4620,54,5,2018-05-06,attended
4621,54,5,2018-05-13,attended
4622,54,5,2018-05-20,attended
4623,54,5,2018-05-27,attended
4624,54,5,2018-06-03,attended
4625,54,5,2018-06-10,attended
4626,54,5,2018-06-17,absent
4627,54,5,2018-06-24,attended
4628,54,5,2018-07-01,attended
4629,54,5,2018-07-08,attended
4630,54,5,2018-07-15,absent
4631,54,5,2018-07-22,attended
4632,54,5,2018-07-29,attended
4633,54,5,2018-08-05,attended
4634,54,5,2018-08-12,attended
4635,54,5,2018-08-19,absent
4636,54,5,2018-08-26,attended
4637,54,5,2018-09-02,excused
4638,54,5,2018-09-09,attended
4639,54,5,2018-09-16,attended
4640,54,5,2018-09-23,attended
4641,54,5,2018-09-30,attended
4642,54,5,2018-10-07,attended
4643,54,5,2018-10-14,attended
4644,54,5,2018-10-21,attended
4645,54,5,2018-10-28,attended
4646,54,5,2018-11-04,excused
4647,54,5,2018-11-11,absent
4648,54,5,2018-11-18,attended
4649,54,5,2018-11-25,attended
4650,54,5,2018-12-02,absent
4651,54,5,2018-12-09,attended
4652,54,5,2018-12-16,attended
4653,54,5,2018-12-23,attended
4654,54,5,2018-12-30,attended
4655,54,5,2019-01-06,attended
4656,54,5,2019-01-13,attended
4657,54,5,2019-01-20,attended
4658,54,5,2019-01-27,attended
4659,54,5,2019-02-03,attended
4660,54,5,2019-02-10,attended
4661,54,5,2019-02-17,attended
4662,54,5,2019-02-24,excused
4663,54,5,2019-03-03,attended
4664,54,5,2019-03-10,attended
4665,54,5,2019-03-17,absent
4666,54,5,2019-03-24,attended
4667,54,5,2019-03-31,attended
4668,54,5,2019-04-07,attended
4669,54,5,2019-04-14,attended
4670,54,5,2019-04-21,attended
4671,54,5,2019-04-28,attended
4672,54,5,2019-05-05,attended
4673,54,5,2019-05-12,attended
4674,54,5,2019-05-19,attended
4675,54,5,2019-05-26,attended
4676,54,5,2019-06-02,attended
4677,54,5,2019-06-09,attended
4678,54,5,2019-06-16,attended
4679,54,5,2019-06-23,attended
4680,54,5,2019-06-30,attended
4681,54,5,2019-07-07,attended
4682,54,5,2019-07-14,attended
4683,54,5,2019-07-21,attended
4684,54,5,2019-07-28,attended
4685,54,5,2019-08-04,attended
4686,54,5,2019-08-11,attended
4687,54,5,2019-08-18,attended
4688,54,5,2019-08-25,attended
4689,54,5,2019-09-01,attended
4690,54,5,2019-09-08,excused
4691,54,5,2019-09-15,attended
4692,54,5,2019-09-22,attended
4693,54,5,2019-09-29,attended
4694,54,5,2019-10-06,attended
4695,54,5,2019-10-13,attended
4696,54,5,2019-10-20,excused
4697,54,5,2019-10-27,attended
4698,54,5,2019-11-03,absent
4699,54,5,2019-11-10,attended
4700,54,5,2019-11-17,attended
4701,54,5,2019-11-24,attended
